record identifier,issue_type,issue_detail,action_taken
stores | store_id: 1,DATA_NORMALIZATION,Field 'city' had value 'Sharjah-Emirate',Standardized
sales | order_id: 17968,DUPLICATE_ID,Field 'order_id' had value '17968',Dropped Record
sales | order_id: 18153,DUPLICATE_ID,Field 'order_id' had value '18153',Dropped Record
sales | order_id: 27083,DUPLICATE_ID,Field 'order_id' had value '27083',Dropped Record
sales | order_id: 23547,DUPLICATE_ID,Field 'order_id' had value '23547',Dropped Record
sales | order_id: 22909,DUPLICATE_ID,Field 'order_id' had value '22909',Dropped Record
sales | order_id: 17131,DUPLICATE_ID,Field 'order_id' had value '17131',Dropped Record
sales | order_id: 25137,DUPLICATE_ID,Field 'order_id' had value '25137',Dropped Record
sales | order_id: 27070,DUPLICATE_ID,Field 'order_id' had value '27070',Dropped Record
sales | order_id: 4776,DUPLICATE_ID,Field 'order_id' had value '4776',Dropped Record
sales | order_id: 21846,DUPLICATE_ID,Field 'order_id' had value '21846',Dropped Record
sales | order_id: 9593,DUPLICATE_ID,Field 'order_id' had value '9593',Dropped Record
sales | order_id: 6704,DUPLICATE_ID,Field 'order_id' had value '6704',Dropped Record
sales | order_id: 14974,DUPLICATE_ID,Field 'order_id' had value '14974',Dropped Record
sales | order_id: 28964,DUPLICATE_ID,Field 'order_id' had value '28964',Dropped Record
sales | order_id: 5884,DUPLICATE_ID,Field 'order_id' had value '5884',Dropped Record
sales | order_id: 10377,DUPLICATE_ID,Field 'order_id' had value '10377',Dropped Record
sales | order_id: 10277,DUPLICATE_ID,Field 'order_id' had value '10277',Dropped Record
sales | order_id: 22415,DUPLICATE_ID,Field 'order_id' had value '22415',Dropped Record
sales | order_id: 27364,DUPLICATE_ID,Field 'order_id' had value '27364',Dropped Record
sales | order_id: 29349,DUPLICATE_ID,Field 'order_id' had value '29349',Dropped Record
sales | order_id: 24842,DUPLICATE_ID,Field 'order_id' had value '24842',Dropped Record
sales | order_id: 16919,DUPLICATE_ID,Field 'order_id' had value '16919',Dropped Record
sales | order_id: 21551,DUPLICATE_ID,Field 'order_id' had value '21551',Dropped Record
sales | order_id: 19087,DUPLICATE_ID,Field 'order_id' had value '19087',Dropped Record
sales | order_id: 10163,DUPLICATE_ID,Field 'order_id' had value '10163',Dropped Record
sales | order_id: 16373,DUPLICATE_ID,Field 'order_id' had value '16373',Dropped Record
sales | order_id: 21757,DUPLICATE_ID,Field 'order_id' had value '21757',Dropped Record
sales | order_id: 20152,DUPLICATE_ID,Field 'order_id' had value '20152',Dropped Record
sales | order_id: 8860,DUPLICATE_ID,Field 'order_id' had value '8860',Dropped Record
sales | order_id: 4153,DUPLICATE_ID,Field 'order_id' had value '4153',Dropped Record
sales | order_id: 17198,DUPLICATE_ID,Field 'order_id' had value '17198',Dropped Record
sales | order_id: 7653,DUPLICATE_ID,Field 'order_id' had value '7653',Dropped Record
sales | order_id: 9155,DUPLICATE_ID,Field 'order_id' had value '9155',Dropped Record
sales | order_id: 26641,DUPLICATE_ID,Field 'order_id' had value '26641',Dropped Record
sales | order_id: 29416,DUPLICATE_ID,Field 'order_id' had value '29416',Dropped Record
sales | order_id: 1415,DUPLICATE_ID,Field 'order_id' had value '1415',Dropped Record
sales | order_id: 11699,DUPLICATE_ID,Field 'order_id' had value '11699',Dropped Record
sales | order_id: 7381,DUPLICATE_ID,Field 'order_id' had value '7381',Dropped Record
sales | order_id: 23727,DUPLICATE_ID,Field 'order_id' had value '23727',Dropped Record
sales | order_id: 26823,DUPLICATE_ID,Field 'order_id' had value '26823',Dropped Record
sales | order_id: 15323,DUPLICATE_ID,Field 'order_id' had value '15323',Dropped Record
sales | order_id: 7233,DUPLICATE_ID,Field 'order_id' had value '7233',Dropped Record
sales | order_id: 5394,DUPLICATE_ID,Field 'order_id' had value '5394',Dropped Record
sales | order_id: 23807,DUPLICATE_ID,Field 'order_id' had value '23807',Dropped Record
sales | order_id: 2348,DUPLICATE_ID,Field 'order_id' had value '2348',Dropped Record
sales | order_id: 2250,DUPLICATE_ID,Field 'order_id' had value '2250',Dropped Record
sales | order_id: 29396,DUPLICATE_ID,Field 'order_id' had value '29396',Dropped Record
sales | order_id: 7078,DUPLICATE_ID,Field 'order_id' had value '7078',Dropped Record
sales | order_id: 1480,DUPLICATE_ID,Field 'order_id' had value '1480',Dropped Record
sales | order_id: 14712,DUPLICATE_ID,Field 'order_id' had value '14712',Dropped Record
sales | order_id: 17652,DUPLICATE_ID,Field 'order_id' had value '17652',Dropped Record
sales | order_id: 16995,DUPLICATE_ID,Field 'order_id' had value '16995',Dropped Record
sales | order_id: 5670,DUPLICATE_ID,Field 'order_id' had value '5670',Dropped Record
sales | order_id: 13271,DUPLICATE_ID,Field 'order_id' had value '13271',Dropped Record
sales | order_id: 18987,DUPLICATE_ID,Field 'order_id' had value '18987',Dropped Record
sales | order_id: 5660,DUPLICATE_ID,Field 'order_id' had value '5660',Dropped Record
sales | order_id: 9967,DUPLICATE_ID,Field 'order_id' had value '9967',Dropped Record
sales | order_id: 8168,DUPLICATE_ID,Field 'order_id' had value '8168',Dropped Record
sales | order_id: 29884,DUPLICATE_ID,Field 'order_id' had value '29884',Dropped Record
sales | order_id: 10497,DUPLICATE_ID,Field 'order_id' had value '10497',Dropped Record
sales | order_id: 19110,DUPLICATE_ID,Field 'order_id' had value '19110',Dropped Record
sales | order_id: 27970,DUPLICATE_ID,Field 'order_id' had value '27970',Dropped Record
sales | order_id: 20326,DUPLICATE_ID,Field 'order_id' had value '20326',Dropped Record
sales | order_id: 13137,DUPLICATE_ID,Field 'order_id' had value '13137',Dropped Record
sales | order_id: 21410,DUPLICATE_ID,Field 'order_id' had value '21410',Dropped Record
sales | order_id: 18798,DUPLICATE_ID,Field 'order_id' had value '18798',Dropped Record
sales | order_id: 12966,DUPLICATE_ID,Field 'order_id' had value '12966',Dropped Record
sales | order_id: 1066,DUPLICATE_ID,Field 'order_id' had value '1066',Dropped Record
sales | order_id: 27218,DUPLICATE_ID,Field 'order_id' had value '27218',Dropped Record
sales | order_id: 14870,DUPLICATE_ID,Field 'order_id' had value '14870',Dropped Record
sales | order_id: 4018,DUPLICATE_ID,Field 'order_id' had value '4018',Dropped Record
sales | order_id: 17050,DUPLICATE_ID,Field 'order_id' had value '17050',Dropped Record
sales | order_id: 1714,DUPLICATE_ID,Field 'order_id' had value '1714',Dropped Record
sales | order_id: 9159,DUPLICATE_ID,Field 'order_id' had value '9159',Dropped Record
sales | order_id: 15229,DUPLICATE_ID,Field 'order_id' had value '15229',Dropped Record
sales | order_id: 1017,DUPLICATE_ID,Field 'order_id' had value '1017',Dropped Record
sales | order_id: 19876,DUPLICATE_ID,Field 'order_id' had value '19876',Dropped Record
sales | order_id: 24361,DUPLICATE_ID,Field 'order_id' had value '24361',Dropped Record
sales | order_id: 11211,DUPLICATE_ID,Field 'order_id' had value '11211',Dropped Record
sales | order_id: 1529,DUPLICATE_ID,Field 'order_id' had value '1529',Dropped Record
sales | order_id: 10779,DUPLICATE_ID,Field 'order_id' had value '10779',Dropped Record
sales | order_id: 10691,DUPLICATE_ID,Field 'order_id' had value '10691',Dropped Record
sales | order_id: 22330,DUPLICATE_ID,Field 'order_id' had value '22330',Dropped Record
sales | order_id: 22046,DUPLICATE_ID,Field 'order_id' had value '22046',Dropped Record
sales | order_id: 5866,DUPLICATE_ID,Field 'order_id' had value '5866',Dropped Record
sales | order_id: 25607,DUPLICATE_ID,Field 'order_id' had value '25607',Dropped Record
sales | order_id: 28528,DUPLICATE_ID,Field 'order_id' had value '28528',Dropped Record
sales | order_id: 29301,DUPLICATE_ID,Field 'order_id' had value '29301',Dropped Record
sales | order_id: 3467,DUPLICATE_ID,Field 'order_id' had value '3467',Dropped Record
sales | order_id: 660,DUPLICATE_ID,Field 'order_id' had value '660',Dropped Record
sales | order_id: 20204,DUPLICATE_ID,Field 'order_id' had value '20204',Dropped Record
sales | order_id: 15730,DUPLICATE_ID,Field 'order_id' had value '15730',Dropped Record
sales | order_id: 4981,DUPLICATE_ID,Field 'order_id' had value '4981',Dropped Record
sales | order_id: 28316,DUPLICATE_ID,Field 'order_id' had value '28316',Dropped Record
sales | order_id: 10715,DUPLICATE_ID,Field 'order_id' had value '10715',Dropped Record
sales | order_id: 7862,DUPLICATE_ID,Field 'order_id' had value '7862',Dropped Record
sales | order_id: 676,DUPLICATE_ID,Field 'order_id' had value '676',Dropped Record
sales | order_id: 1069,DUPLICATE_ID,Field 'order_id' had value '1069',Dropped Record
sales | order_id: 19791,DUPLICATE_ID,Field 'order_id' had value '19791',Dropped Record
sales | order_id: 28550,DUPLICATE_ID,Field 'order_id' had value '28550',Dropped Record
sales | order_id: 6126,DUPLICATE_ID,Field 'order_id' had value '6126',Dropped Record
sales | order_id: 2825,DUPLICATE_ID,Field 'order_id' had value '2825',Dropped Record
sales | order_id: 4658,DUPLICATE_ID,Field 'order_id' had value '4658',Dropped Record
sales | order_id: 29902,DUPLICATE_ID,Field 'order_id' had value '29902',Dropped Record
sales | order_id: 8292,DUPLICATE_ID,Field 'order_id' had value '8292',Dropped Record
sales | order_id: 19127,DUPLICATE_ID,Field 'order_id' had value '19127',Dropped Record
sales | order_id: 21703,DUPLICATE_ID,Field 'order_id' had value '21703',Dropped Record
sales | order_id: 17689,DUPLICATE_ID,Field 'order_id' had value '17689',Dropped Record
sales | order_id: 20902,DUPLICATE_ID,Field 'order_id' had value '20902',Dropped Record
sales | order_id: 9739,DUPLICATE_ID,Field 'order_id' had value '9739',Dropped Record
sales | order_id: 13701,DUPLICATE_ID,Field 'order_id' had value '13701',Dropped Record
sales | order_id: 21898,DUPLICATE_ID,Field 'order_id' had value '21898',Dropped Record
sales | order_id: 12951,DUPLICATE_ID,Field 'order_id' had value '12951',Dropped Record
sales | order_id: 20013,DUPLICATE_ID,Field 'order_id' had value '20013',Dropped Record
sales | order_id: 10877,DUPLICATE_ID,Field 'order_id' had value '10877',Dropped Record
sales | order_id: 22568,DUPLICATE_ID,Field 'order_id' had value '22568',Dropped Record
sales | order_id: 9632,DUPLICATE_ID,Field 'order_id' had value '9632',Dropped Record
sales | order_id: 15652,DUPLICATE_ID,Field 'order_id' had value '15652',Dropped Record
sales | order_id: 21872,DUPLICATE_ID,Field 'order_id' had value '21872',Dropped Record
sales | order_id: 22666,DUPLICATE_ID,Field 'order_id' had value '22666',Dropped Record
sales | order_id: 17801,DUPLICATE_ID,Field 'order_id' had value '17801',Dropped Record
sales | order_id: 25119,DUPLICATE_ID,Field 'order_id' had value '25119',Dropped Record
sales | order_id: 26810,DUPLICATE_ID,Field 'order_id' had value '26810',Dropped Record
sales | order_id: 7582,DUPLICATE_ID,Field 'order_id' had value '7582',Dropped Record
sales | order_id: 16253,DUPLICATE_ID,Field 'order_id' had value '16253',Dropped Record
sales | order_id: 19746,DUPLICATE_ID,Field 'order_id' had value '19746',Dropped Record
sales | order_id: 15161,DUPLICATE_ID,Field 'order_id' had value '15161',Dropped Record
sales | order_id: 13693,DUPLICATE_ID,Field 'order_id' had value '13693',Dropped Record
sales | order_id: 23712,DUPLICATE_ID,Field 'order_id' had value '23712',Dropped Record
sales | order_id: 28043,DUPLICATE_ID,Field 'order_id' had value '28043',Dropped Record
sales | order_id: 15826,DUPLICATE_ID,Field 'order_id' had value '15826',Dropped Record
sales | order_id: 28593,DUPLICATE_ID,Field 'order_id' had value '28593',Dropped Record
sales | order_id: 5441,DUPLICATE_ID,Field 'order_id' had value '5441',Dropped Record
sales | order_id: 29711,DUPLICATE_ID,Field 'order_id' had value '29711',Dropped Record
sales | order_id: 18934,DUPLICATE_ID,Field 'order_id' had value '18934',Dropped Record
sales | order_id: 6624,DUPLICATE_ID,Field 'order_id' had value '6624',Dropped Record
sales | order_id: 11814,DUPLICATE_ID,Field 'order_id' had value '11814',Dropped Record
sales | order_id: 13272,DUPLICATE_ID,Field 'order_id' had value '13272',Dropped Record
sales | order_id: 8480,DUPLICATE_ID,Field 'order_id' had value '8480',Dropped Record
sales | order_id: 17109,DUPLICATE_ID,Field 'order_id' had value '17109',Dropped Record
sales | order_id: 4834,DUPLICATE_ID,Field 'order_id' had value '4834',Dropped Record
sales | order_id: 10052,DUPLICATE_ID,Field 'order_id' had value '10052',Dropped Record
sales | order_id: 19639,DUPLICATE_ID,Field 'order_id' had value '19639',Dropped Record
sales | order_id: 17706,DUPLICATE_ID,Field 'order_id' had value '17706',Dropped Record
sales | order_id: 21037,DUPLICATE_ID,Field 'order_id' had value '21037',Dropped Record
sales | order_id: 8935,DUPLICATE_ID,Field 'order_id' had value '8935',Dropped Record
sales | order_id: 17761,DUPLICATE_ID,Field 'order_id' had value '17761',Dropped Record
sales | order_id: 28030,DUPLICATE_ID,Field 'order_id' had value '28030',Dropped Record
sales | order_id: 8865,DUPLICATE_ID,Field 'order_id' had value '8865',Dropped Record
sales | order_id: 21465,DUPLICATE_ID,Field 'order_id' had value '21465',Dropped Record
sales | order_id: 11473,DUPLICATE_ID,Field 'order_id' had value '11473',Dropped Record
sales | order_id: 18246,DUPLICATE_ID,Field 'order_id' had value '18246',Dropped Record
sales | order_id: 9928,DUPLICATE_ID,Field 'order_id' had value '9928',Dropped Record
sales | order_id: 16638,DUPLICATE_ID,Field 'order_id' had value '16638',Dropped Record
sales | order_id: 16244,DUPLICATE_ID,Field 'order_id' had value '16244',Dropped Record
sales | order_id: 9998,DUPLICATE_ID,Field 'order_id' had value '9998',Dropped Record
sales | order_id: 1723,DUPLICATE_ID,Field 'order_id' had value '1723',Dropped Record
sales | order_id: 29569,DUPLICATE_ID,Field 'order_id' had value '29569',Dropped Record
sales | order_id: 14928,DUPLICATE_ID,Field 'order_id' had value '14928',Dropped Record
sales | order_id: 24822,DUPLICATE_ID,Field 'order_id' had value '24822',Dropped Record
sales | order_id: 12794,DUPLICATE_ID,Field 'order_id' had value '12794',Dropped Record
sales | order_id: 24358,DUPLICATE_ID,Field 'order_id' had value '24358',Dropped Record
sales | order_id: 9455,DUPLICATE_ID,Field 'order_id' had value '9455',Dropped Record
sales | order_id: 5577,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 13336,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 3706,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 18977,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 17551,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 27445,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 21426,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 10725,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 18132,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 29130,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 26480,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 14639,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 5465,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 6206,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 28666,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 12098,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 27164,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 25756,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 650,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 4809,OUTLIER_VALUE,Field 'qty' had value '9',Corrected to 2
sales | order_id: 27115,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 4228,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 27340,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 24549,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 8645,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 17008,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 14827,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 19266,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 11488,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
sales | order_id: 28539,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 23462,OUTLIER_VALUE,Field 'qty' had value '9',Corrected to 2
sales | order_id: 15450,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 7131,OUTLIER_VALUE,Field 'qty' had value '50',Corrected to 2
sales | order_id: 936,OUTLIER_VALUE,Field 'qty' had value '7',Corrected to 2
